014323;0.733333333;0.792156863;0.972549020
009026;0.478431373;0.623529412;0.843137255
003432;0.262745098;0.333333333;0.588235294
011067;0.552941176;0.717647059;0.980392157
010998;0.552941176;0.650980392;0.901960784
006212;0.384313725;0.537254902;0.847058824
004466;0.309803922;0.388235294;0.572549020
013148;0.627450980;0.690196078;0.870588235
004424;0.305882353;0.470588235;0.678431373
000532;0.168627451;0.403921569;0.584313725
013837;0.666666667;0.709803922;0.937254902
013513;0.647058824;0.666666667;0.913725490
000305;0.160784314;0.262745098;0.474509804
007140;0.415686275;0.549019608;0.780392157
002917;0.243137255;0.450980392;0.674509804
009827;0.505882353;0.670588235;0.901960784
002102;0.219607843;0.372549020;0.588235294
012324;0.592156863;0.745098039;1.000000000
000711;0.176470588;0.372549020;0.580392157
001247;0.196078431;0.286274510;0.505882353
013118;0.623529412;0.768627451;0.901960784
006429;0.392156863;0.490196078;0.709803922
012392;0.596078431;0.705882353;0.941176471
010796;0.545098039;0.678431373;0.886274510
005261;0.349019608;0.533333333;0.823529412
002851;0.243137255;0.309803922;0.509803922
009226;0.486274510;0.603921569;0.819607843
012272;0.592156863;0.698039216;0.898039216
012232;0.592156863;0.647058824;0.874509804
011885;0.580392157;0.658823529;0.913725490
007838;0.439215686;0.572549020;0.831372549
007461;0.427450980;0.537254902;0.839215686
013093;0.623529412;0.717647059;0.898039216
014368;0.749019608;0.784313725;0.956862745
000534;0.168627451;0.403921569;0.639215686
000326;0.160784314;0.345098039;0.584313725
004149;0.294117647;0.325490196;0.509803922
001725;0.207843137;0.415686275;0.615686275
013816;0.662745098;0.741176471;0.929411765
002412;0.227450980;0.411764706;0.623529412
007864;0.439215686;0.592156863;0.807843137
009387;0.490196078;0.650980392;0.898039216
014034;0.682352941;0.729411765;0.941176471
001418;0.200000000;0.384313725;0.603921569
006555;0.396078431;0.505882353;0.741176471
010585;0.537254902;0.647058824;0.898039216
012547;0.600000000;0.749019608;0.874509804
001888;0.211764706;0.443137255;0.662745098
002273;0.223529412;0.411764706;0.600000000
006085;0.380392157;0.537254902;0.886274510
012371;0.596078431;0.666666667;0.945098039
011200;0.556862745;0.721568627;1.000000000
007236;0.419607843;0.541176471;0.811764706
013717;0.658823529;0.698039216;0.909803922
010776;0.545098039;0.650980392;0.850980392
002635;0.235294118;0.325490196;0.513725490
006701;0.400000000;0.537254902;0.784313725
000832;0.180392157;0.380392157;0.600000000
004376;0.305882353;0.341176471;0.513725490
010181;0.521568627;0.623529412;0.858823529
002765;0.239215686;0.403921569;0.611764706
012835;0.611764706;0.749019608;1.000000000
001423;0.200000000;0.388235294;0.592156863
012685;0.607843137;0.658823529;0.878431373
002428;0.227450980;0.427450980;0.647058824
011475;0.568627451;0.607843137;0.858823529
009631;0.498039216;0.674509804;0.898039216
011341;0.560784314;0.745098039;0.964705882
002065;0.215686275;0.517647059;0.803921569
002906;0.243137255;0.431372549;0.658823529
009621;0.498039216;0.662745098;0.894117647
005414;0.356862745;0.490196078;0.749019608
006122;0.380392157;0.576470588;0.858823529
000671;0.176470588;0.313725490;0.564705882
004040;0.286274510;0.450980392;0.752941176
007778;0.435294118;0.647058824;0.901960784
001739;0.207843137;0.427450980;0.658823529
010755;0.545098039;0.615686275;0.917647059
005580;0.364705882;0.372549020;0.584313725
000984;0.184313725;0.419607843;0.654901961
014049;0.682352941;0.745098039;0.925490196
010686;0.541176471;0.662745098;0.870588235
010666;0.541176471;0.635294118;0.894117647
008176;0.450980392;0.580392157;0.776470588
011112;0.556862745;0.631372549;0.894117647
001068;0.188235294;0.388235294;0.635294118
007781;0.435294118;0.658823529;0.898039216
008023;0.447058824;0.494117647;0.705882353
010644;0.537254902;0.717647059;0.968627451
001611;0.203921569;0.447058824;0.682352941
008634;0.466666667;0.588235294;0.803921569
007280;0.419607843;0.584313725;0.815686275
000969;0.184313725;0.403921569;0.588235294
001695;0.207843137;0.392156863;0.596078431
000477;0.168627451;0.345098039;0.517647059
007202;0.415686275;0.623529412;0.870588235
006132;0.380392157;0.584313725;0.882352941
003970;0.282352941;0.482352941;0.729411765
007413;0.423529412;0.596078431;0.874509804
002115;0.219607843;0.388235294;0.588235294
006659;0.400000000;0.462745098;0.694117647
002443;0.227450980;0.443137255;0.666666667
007648;0.431372549;0.603921569;0.835294118
005450;0.356862745;0.541176471;0.870588235
000471;0.168627451;0.333333333;0.501960784
008387;0.458823529;0.576470588;0.768627451
005519;0.360784314;0.509803922;0.737254902
012468;0.600000000;0.654901961;0.862745098
008190;0.450980392;0.588235294;0.847058824
004663;0.321568627;0.349019608;0.517647059
006413;0.392156863;0.419607843;0.615686275
012721;0.607843137;0.701960784;0.937254902
006578;0.396078431;0.541176471;0.784313725
004351;0.301960784;0.494117647;0.737254902
009405;0.490196078;0.682352941;0.925490196
000281;0.156862745;0.368627451;0.576470588
014349;0.741176471;0.800000000;0.980392157
009427;0.494117647;0.572549020;0.694117647
001919;0.211764706;0.486274510;0.749019608
007688;0.435294118;0.525490196;0.745098039
008022;0.447058824;0.478431373;0.709803922
007750;0.435294118;0.600000000;0.807843137
000630;0.172549020;0.396078431;0.596078431
000596;0.172549020;0.364705882;0.560784314
001761;0.207843137;0.462745098;0.729411765
011358;0.564705882;0.627450980;0.890196078
000444;0.164705882;0.396078431;0.576470588
012565;0.603265229;0.722383859;1.053775979
012694;0.607843137;0.674509804;0.843137255
004395;0.305882353;0.411764706;0.674509804
005818;0.372549020;0.498039216;0.752941176
012563;0.600000000;0.768627451;0.992156863
007971;0.443137255;0.592156863;0.819607843
008454;0.458823529;0.631372549;0.839215686
009927;0.509803922;0.666666667;0.870588235
008516;0.462745098;0.584313725;0.854901961
012666;0.603921569;0.764705882;0.980392157
007862;0.439215686;0.588235294;0.870588235
010768;0.545098039;0.639215686;0.898039216
010491;0.533333333;0.654901961;0.854901961
008666;0.466666667;0.607843137;0.882352941
010925;0.549019608;0.694117647;0.984313725
005758;0.368627451;0.552941176;0.874509804
002879;0.243137255;0.384313725;0.564705882
013674;0.654901961;0.717647059;0.925490196
007572;0.431372549;0.533333333;0.650980392
005876;0.372549020;0.564705882;0.854901961
013956;0.674509804;0.729411765;0.917647059
006702;0.400000000;0.537254902;0.796078431
011084;0.556862745;0.552941176;0.772549020
008715;0.466666667;0.670588235;0.929411765
002561;0.231372549;0.435294118;0.615686275
001106;0.188235294;0.427450980;0.686274510
006582;0.396078431;0.545098039;0.796078431
014206;0.701960784;0.749019608;0.960784314
005044;0.337254902;0.541176471;0.839215686
014670;0.866666667;0.886274510;1.000000000
005262;0.349019608;0.533333333;0.850980392
014176;0.698039216;0.741176471;0.945098039
013204;0.631372549;0.635294118;0.874509804
000513;0.168627451;0.380392157;0.588235294
007595;0.431372549;0.564705882;0.800000000
000097;0.141176471;0.341176471;0.537254902
001938;0.215686275;0.290196078;0.513725490
008719;0.470588235;0.474509804;0.701960784
009080;0.482352941;0.517647059;0.741176471
013986;0.678431373;0.721568627;0.894117647
006973;0.407843137;0.576470588;0.862745098
004961;0.333333333;0.509803922;0.827450980
011536;0.568627451;0.705882353;0.901960784
004179;0.294117647;0.439215686;0.729411765
005635;0.364705882;0.529411765;0.807843137
006055;0.380392157;0.513725490;0.721568627
006111;0.380392157;0.564705882;0.854901961
014478;0.772549020;0.827450980;0.992156863
007804;0.439215686;0.533333333;0.745098039
012002;0.584313725;0.647058824;0.854901961
000435;0.164705882;0.380392157;0.603921569
001328;0.196078431;0.415686275;0.600000000
000460;0.168627451;0.247058824;0.435294118
013993;0.678431373;0.729411765;0.933333333
006216;0.384313725;0.541176471;0.749019608
003927;0.282352941;0.349019608;0.572549020
007509;0.427450980;0.588235294;0.858823529
008396;0.458823529;0.584313725;0.839215686
005149;0.345098039;0.470588235;0.764705882
011629;0.572549020;0.666666667;0.870588235
006109;0.380392157;0.560784314;0.866666667
003612;0.266666667;0.513725490;0.741176471
012933;0.615686275;0.749019608;0.917647059
010503;0.533333333;0.666666667;0.878431373
009601;0.498039216;0.643137255;0.862745098
007476;0.427450980;0.564705882;0.811764706
013975;0.674509804;0.749019608;0.898039216
003822;0.278431373;0.325490196;0.552941176
001640;0.207843137;0.278431373;0.486274510
013287;0.631372549;0.768627451;1.000000000
012208;0.588235294;0.764705882;0.988235294
004206;0.294117647;0.521568627;0.776470588
004232;0.298039216;0.349019608;0.568627451
011909;0.580392157;0.705882353;0.898039216
010400;0.529411765;0.658823529;0.878431373
000948;0.184313725;0.380392157;0.588235294
006484;0.392156863;0.552941176;0.823529412
004976;0.333333333;0.541176471;0.858823529
001548;0.203921569;0.384313725;0.545098039
012113;0.588235294;0.635294118;0.886274510
013206;0.631372549;0.654901961;0.886274510
006437;0.392156863;0.509803922;0.623529412
008643;0.466666667;0.592156863;0.870588235
003862;0.278431373;0.431372549;0.721568627
002185;0.219607843;0.458823529;0.709803922
004176;0.294117647;0.435294118;0.709803922
009167;0.482352941;0.647058824;0.854901961
009956;0.513725490;0.541176471;0.756862745
005351;0.352941176;0.537254902;0.866666667
008868;0.474509804;0.588235294;0.858823529
009368;0.490196078;0.631372549;0.882352941
006051;0.380392157;0.505882353;0.737254902
009665;0.501960784;0.607843137;0.686274510
003473;0.262745098;0.447058824;0.666666667
004371;0.305882353;0.337254902;0.482352941
006613;0.396078431;0.564705882;0.874509804
007691;0.435294118;0.533333333;0.666666667
004788;0.325490196;0.462745098;0.721568627
001139;0.192156863;0.313725490;0.552941176
