000172;0.431957858;0.445112782;0.799554566;0.258566978;0.383928571;0.014492754;0.368959108;0.000000000;0.000000000
000159;0.356014047;0.371428571;0.741648107;0.308411215;0.455357143;0.096618357;0.344795539;0.000000000;0.215686275
000034;0.217295874;0.404511278;0.757238307;0.289719626;0.514285714;0.095008052;0.268587361;0.000000000;0.000000000
000004;0.088235294;0.344360902;0.000000000;0.856697819;0.119642857;1.000000000;0.142193309;0.000000000;0.000000000
000144;0.320895522;0.403007519;0.866369710;0.323987539;0.458928571;0.082125604;0.264869888;0.000000000;0.000000000
000062;0.240561896;0.330827068;0.788418708;0.414330218;0.562500000;0.103059581;0.241635688;0.000000000;0.411764706
000018;0.207638279;0.359398496;0.759465479;0.401869159;0.616071429;0.011272142;0.275092937;0.000000000;0.372549020
000091;0.275680421;0.386466165;0.801781737;0.264797508;0.585714286;0.093397746;0.254646840;0.000000000;0.000000000
000189;0.480684811;0.451127820;0.855233853;0.133956386;0.348214286;0.027375201;0.400557621;0.000000000;0.000000000
000142;0.318700615;0.344360902;0.806236080;0.239875389;0.451785714;0.103059581;0.343866171;0.000000000;0.294117647
000055;0.235733099;0.425563910;0.795100223;0.367601246;0.471428571;0.103059581;0.235130112;0.000000000;0.000000000
000181;0.455223881;0.348872180;0.812917595;0.180685358;0.448214286;0.030595813;0.410780669;0.000000000;0.333333333
000050;0.232660228;0.407518797;0.804008909;0.389408100;0.460714286;0.106280193;0.241635688;0.000000000;0.000000000
000184;0.464003512;0.413533835;0.832962138;0.190031153;0.392857143;0.028985507;0.388475836;0.000000000;0.137254902
000120;0.294556629;0.300751880;0.763919822;0.280373832;0.560714286;0.099838969;0.309479554;0.000000000;0.588235294
000070;0.249341528;0.575939850;0.000000000;0.526479751;0.621428571;0.000000000;0.287174721;0.498412698;0.137254902
000205;0.658033363;0.446616541;0.000000000;0.333333333;0.255357143;0.030595813;0.744423792;0.000000000;0.196078431
