002602;0.564560440;0.440392707;0.369955157;0.385818561;0.421843687;0.333333333;0.190397351;0.290492958;0.333333333;0.589171975;0.520872865;0.739273927;0.822947577;0.813623463;0.732269504;0.599078341;0.531067961;0.672178988;0.566059226;0.299270073;0.387832700
002918;0.616758242;0.555399719;0.449551570;0.511991658;0.369739479;0.491329480;0.437913907;0.476232394;0.651595745;0.853503185;0.671726755;0.783278328;0.741839763;0.640491958;0.375000000;0.363133641;0.377669903;0.418287938;0.809794989;0.437956204;0.361216730
001283;0.420329670;0.399719495;0.578475336;0.491136601;0.519038076;0.598265896;0.661423841;0.715669014;0.834219858;0.565817410;0.388994307;0.338833883;0.374876360;0.627246925;0.252659574;0.260829493;0.333009709;0.375486381;0.322323462;0.347931873;0.539923954
002467;0.549450549;0.288920056;0.491031390;0.299270073;0.439879760;0.607899807;0.538907285;0.587147887;0.670212766;0.615711253;0.637571157;0.712871287;0.566765579;0.631031220;0.321808511;0.468202765;0.298058252;0.432879377;0.472665148;0.727493917;0.496831432
000056;0.155219780;0.496493689;0.610986547;0.553701773;0.291583166;0.196531792;0.531456954;0.263204225;0.173758865;0.451167728;0.305502846;0.579757976;0.600395648;0.633869442;0.724290780;0.820276498;0.652427184;0.763618677;0.629840547;0.543795620;0.575411914
002381;0.537087912;0.608695652;0.718609865;0.506777894;0.693386774;0.453757225;0.603476821;0.615316901;0.500000000;0.636942675;0.562618596;0.569856986;0.475766568;0.359508042;0.328900709;0.230414747;0.492233010;0.420233463;0.476082005;0.367396594;0.537389100
002058;0.502747253;0.597475456;0.521300448;0.412930136;0.352705411;0.275529865;0.436258278;0.508802817;0.644503546;0.604033970;0.518975332;0.585258526;0.655786350;0.602649007;0.422872340;0.332718894;0.380582524;0.515564202;0.351936219;0.642335766;0.651457541
002176;0.515109890;0.190743338;0.532511211;0.397288843;0.331663327;0.315028902;0.104304636;0.294894366;0.393617021;0.414012739;0.263757116;0.616061606;0.561819980;0.753074740;0.778368794;0.620276498;0.438834951;0.589494163;0.476082005;0.424574209;0.608365019
001608;0.453296703;0.558204769;0.458520179;0.401459854;0.247494990;0.346820809;0.437913907;0.580985915;0.537234043;0.445859873;0.659392789;0.847084708;0.502472799;0.453169347;0.434397163;0.606451613;0.282524272;0.381322957;0.355353075;0.570559611;0.561470215
000829;0.365384615;0.542776999;0.714125561;0.537017727;0.587174349;0.524084778;0.600993377;0.572183099;0.782801418;0.515923567;0.602466793;0.584158416;0.358061325;0.354777673;0.445035461;0.181566820;0.327184466;0.348249027;0.357630979;0.540145985;0.272496831
003343;0.770604396;0.518934081;0.789237668;0.587069864;0.354709419;0.535645472;0.558774834;0.726232394;0.773936170;0.684713376;0.593927894;0.666666667;0.596439169;0.489120151;0.325354610;0.336405530;0.271844660;0.384241245;0.633257403;0.281021898;0.217997465
001908;0.487637363;0.524544180;0.494394619;0.726798749;0.502004008;0.528901734;0.836092715;0.801936620;0.793439716;0.519108280;0.500000000;0.354235424;0.493570722;0.255439924;0.310283688;0.214746544;0.403883495;0.561284047;0.558086560;0.541362530;0.366286439
000051;0.151098901;0.532959327;0.595291480;0.800834202;0.394789579;0.704238921;0.762417219;0.746478873;0.466312057;0.725053079;0.466793169;0.561056106;0.300692384;0.240302744;0.442375887;0.151152074;0.355339806;0.444552529;0.304100228;0.510948905;0.510773131
000589;0.325549451;0.743338008;0.582959641;0.608967675;0.508016032;0.579961464;0.697847682;0.748239437;0.576241135;0.628450106;0.394686907;0.385038504;0.442136499;0.326395459;0.324468085;0.375115207;0.405825243;0.297665370;0.339407745;0.220194647;0.651457541
000295;0.265109890;0.412342216;0.573991031;0.653806048;0.627254509;0.557803468;0.467715232;0.567781690;0.554078014;0.660297240;0.702087287;0.524752475;0.673590504;0.332071902;0.243794326;0.271889401;0.366019417;0.445525292;0.610478360;0.349148418;0.397972117
002098;0.506868132;0.412342216;0.604260090;0.486965589;0.547094188;0.596339114;0.548841060;0.628521127;0.710992908;0.772823779;0.678368121;0.415841584;0.475766568;0.496688742;0.537234043;0.388940092;0.401941748;0.341439689;0.350797267;0.656934307;0.430925222
002304;0.528846154;0.433380084;0.535874439;0.239833160;0.439879760;0.258188825;0.459437086;0.386443662;0.509751773;0.557324841;0.368121442;0.721672167;0.781404550;0.497634816;0.611702128;0.376036866;0.503883495;0.471789883;0.441913440;0.482968370;0.519645120
002863;0.608516484;0.343618513;0.572869955;0.631908238;0.446893788;0.396917148;0.610927152;0.706866197;0.795212766;0.744161359;0.531309298;0.491749175;0.507418398;0.508987701;0.406914894;0.310599078;0.408737864;0.256809339;0.313211845;0.491484185;0.395437262
001362;0.427197802;0.558204769;0.332959641;0.532846715;0.314629259;0.300578035;0.374172185;0.226232394;0.229609929;0.304670913;0.472485769;0.449944994;0.559841741;0.684011353;0.811170213;0.858986175;0.717475728;0.743190661;0.678815490;0.587591241;0.460076046
000978;0.385989011;0.384291725;0.576233184;0.646506778;0.313627255;0.368978805;0.515728477;0.544894366;0.782801418;0.715498938;0.624288425;0.632563256;0.523244313;0.382213813;0.539007092;0.464516129;0.404854369;0.375486381;0.466970387;0.369829684;0.591888466
001408;0.432692308;0.626928471;0.567264574;0.551616267;0.491983968;0.283236994;0.431291391;0.469190141;0.528368794;0.697452229;0.701138520;0.625962596;0.618199802;0.403973510;0.289007092;0.215668203;0.265048544;0.399805447;0.370159453;0.313868613;0.387832700
001878;0.484890110;0.401122020;0.363228700;0.409801877;0.553106212;0.230250482;0.167218543;0.414612676;0.561170213;0.571125265;0.319734345;0.803080308;0.540059347;0.642384106;0.696808511;0.614746544;0.696116505;0.459143969;0.700455581;0.669099757;0.537389100
000684;0.342032967;0.583450210;0.395739910;0.318039625;0.253507014;0.395953757;0.306291391;0.332746479;0.452127660;0.572186837;0.496204934;0.506050605;0.691394659;0.855250710;0.855496454;0.784331797;0.597087379;0.659533074;0.757403189;0.733576642;0.403041825
001086;0.396978022;0.479663394;0.413677130;0.444212722;0.358717435;0.399807322;0.399006623;0.499119718;0.571808511;0.472399151;0.579696395;0.717271727;0.740850643;0.413434248;0.417553191;0.444239631;0.301941748;0.391050584;0.294988610;0.218978102;0.576679341
003029;0.640109890;0.192145863;0.482062780;0.743482795;0.643286573;0.590558767;0.630794702;0.778169014;0.737588652;0.769639066;0.574003795;0.611661166;0.398615232;0.419110691;0.227836879;0.377880184;0.158252427;0.316147860;0.490888383;0.632603406;0.505703422
000515;0.314560440;0.441795231;0.647982063;0.294056309;0.607214429;0.184007707;0.456953642;0.589788732;0.665780142;0.721868365;0.629032258;0.706270627;0.780415430;0.651844844;0.404255319;0.376036866;0.350485437;0.488326848;0.373576310;0.352798054;0.633713561
001305;0.421703297;0.481065919;0.517937220;0.471324296;0.234468938;0.469171484;0.237582781;0.451584507;0.441489362;0.479830149;0.364326376;0.579757976;0.646884273;0.644276254;0.797872340;0.749308756;0.669902913;0.547665370;0.651480638;0.705596107;0.326996198
002298;0.528846154;0.290322581;0.698430493;0.472367049;0.359719439;0.374759152;0.326986755;0.474471831;0.498226950;0.410828025;0.516129032;0.558855886;0.569732938;0.651844844;0.541666667;0.601843318;0.590291262;0.491245136;0.526195900;0.453771290;0.595690748
000165;0.221153846;0.510518934;0.519058296;0.553701773;0.314629259;0.392100193;0.163907285;0.509683099;0.239361702;0.337579618;0.315939279;0.936193619;0.666666667;0.859035005;0.770390071;0.863594470;0.712621359;0.589494163;0.313211845;0.720194647;0.569074778
001277;0.418956044;0.497896213;0.418161435;0.402502607;0.365731463;0.445086705;0.429635762;0.616197183;0.656028369;0.671974522;0.670777989;0.717271727;0.628090999;0.392620624;0.356382979;0.404608295;0.507766990;0.587548638;0.402050114;0.492700730;0.596958175
000379;0.285714286;0.559607293;0.264573991;0.561001043;0.327655311;0.263005780;0.428807947;0.569542254;0.739361702;0.601910828;0.790322581;0.651265127;0.509396637;0.586565752;0.322695035;0.420276498;0.467961165;0.525291829;0.364464692;0.553527981;0.258555133
003157;0.675824176;0.347826087;0.464125561;0.460896767;0.355711423;0.547206166;0.334437086;0.541373239;0.519503546;0.480891720;0.545540797;0.468646865;0.507418398;0.666035951;0.642730496;0.518894009;0.525242718;0.398832685;0.548974943;0.686131387;0.463878327
001527;0.446428571;0.394109397;0.506726457;0.497393118;0.570140281;0.539499037;0.517384106;0.720950704;0.569148936;0.540339703;0.826375712;0.691969197;0.524233432;0.310312204;0.248226950;0.301382488;0.375728155;0.457198444;0.416856492;0.340632603;0.537389100
000948;0.381868132;0.545582048;0.449551570;0.415015641;0.302605210;0.350674374;0.412251656;0.484154930;0.390957447;0.696390658;0.606261860;0.749174917;0.711177052;0.830652791;0.720744681;0.564055300;0.563106796;0.575875486;0.435079727;0.306569343;0.664131812
