002585;-1.208967118;-0.837015601;1.237532724;-0.829438883;-0.317366499;-0.682060436;-0.058261421;-1.256956688;-0.603680743;0.907327003
002254;-1.193913857;-0.911691173;1.106316502;-0.839834499;-0.307123064;-0.642716048;-0.038067892;-1.312965760;-0.600445473;0.940465911
005306;0.687645444;1.151979680;-1.087364711;1.141463021;1.066326527;-0.340647239;0.838246703;0.788229438;-0.448278769;-1.169019878
004381;-1.281981776;-0.806133187;1.073082594;-0.825612928;-0.282009260;-0.633528752;0.067853886;-1.277525558;-0.639121275;0.825039751
006835;0.659695892;1.104645477;-1.104276843;1.054076853;1.047939111;-0.370935464;0.865452791;0.786420191;-0.442838256;-1.113546200
008618;0.840183672;-0.709731148;0.097931104;-0.656871090;-1.429742275;1.686385057;-1.632487016;0.625179390;1.835258816;0.563335615
006562;0.664717410;1.206626983;-1.087613509;1.021683517;1.076694920;-0.384368808;0.907072564;0.796839560;-0.457378824;-1.162488293
009188;0.745032682;-0.684721479;0.232833963;-0.662735160;-1.379650945;1.727981868;-1.612765957;0.642088302;1.802993567;0.488715105
005600;0.682096317;1.141585090;-1.058089771;1.068462446;1.057242944;-0.351484641;0.885540047;0.846107657;-0.439922083;-1.180839628
007855;0.724458017;1.191018183;-1.066060746;1.081562164;1.082281577;-0.370747959;0.832638364;0.768166587;-0.431708865;-1.129077620
000628;0.633372269;1.195127501;-1.088793335;1.054853170;1.073758005;-0.382975527;0.887916253;0.793338355;-0.436238400;-1.143813205
003390;-1.239423194;-0.956207541;1.039604187;-0.800383651;-0.332802184;-0.651359727;-0.001729724;-1.250258798;-0.636530753;0.939152244
007928;0.727701518;-0.783525136;0.119159816;-0.763515025;-1.365179001;1.604006621;-1.602560968;0.697421208;1.799912169;0.485584669
009483;0.762886073;-0.800235781;0.244974420;-0.621934887;-1.412143960;1.766270152;-1.684642299;0.536778991;1.782659293;0.591832807
000309;0.707572891;-0.844398575;0.238012841;-0.581731355;-1.439702964;1.666439807;-1.631980019;0.680989234;1.780750141;0.571178742
006133;0.672370910;1.163323449;-1.155925805;1.070478684;1.063518925;-0.352191469;0.916465177;0.783785268;-0.405838558;-1.158495938
000139;0.712315362;1.137945732;-1.173625050;1.160006956;1.069178074;-0.370889900;0.868276964;0.756916989;-0.471273167;-1.120932764
001495;-1.134611981;-0.834020086;1.078548345;-0.690767524;-0.385306228;-0.634547232;0.013361945;-1.284444838;-0.605554943;0.929722453
008786;0.861229892;-0.769891713;0.192985721;-0.597919958;-1.391911714;1.809958589;-1.634541187;0.682001320;1.791953508;0.528939307
008520;0.831904595;-0.700464209;0.255885151;-0.558096494;-1.377415188;1.739092499;-1.551136350;0.643784778;1.746230568;0.520490911
006151;0.672107747;1.187209501;-1.082387659;0.998373893;1.114307807;-0.337891165;0.827985512;0.781434816;-0.458921266;-1.098310444
006258;0.670335411;1.096100508;-1.110805843;1.096558397;1.058425292;-0.384860258;0.951971896;0.808610035;-0.458605355;-1.139025065
001997;-1.181479258;-0.906687593;1.148654273;-0.736642397;-0.291844269;-0.647916435;-0.014620262;-1.326116643;-0.578120607;1.124320236
004932;-1.337437715;-0.948118908;1.134003268;-0.846430584;-0.345492715;-0.568801861;0.017275527;-1.285073233;-0.603808488;0.940009187
004249;-1.275183243;-0.793482570;1.102120438;-0.768803371;-0.321558824;-0.644077019;-0.058577688;-1.384615590;-0.534412080;0.947083821
008820;0.866504071;-0.734209400;0.255728947;-0.614526456;-1.423019623;1.805215157;-1.620301873;0.738219649;1.813445622;0.496566881
005861;0.677404598;1.162566648;-1.045235724;1.117175796;1.071281069;-0.407492433;0.923748797;0.797942979;-0.451153048;-1.096472235
000616;0.633837411;1.157491703;-1.080021434;1.052109454;1.093278670;-0.383147842;0.957565557;0.814996105;-0.410263985;-1.121563798
000672;0.631684383;1.221078526;-1.123237910;1.115715390;1.065433595;-0.402113484;0.895119151;0.763442054;-0.444712744;-1.121285833
007274;0.650099291;1.162864139;-1.092156689;1.070166415;1.060229563;-0.433878958;0.879887576;0.785580478;-0.451820175;-1.176442220
007207;0.651729355;1.136878901;-1.082249697;1.106562878;1.069545586;-0.370771606;0.900997938;0.784969909;-0.462319879;-1.122768705
001842;-1.171605143;-0.947680668;1.113088390;-0.719525540;-0.384295002;-0.627814846;-0.083396276;-1.261004868;-0.645195562;0.904391682
005629;0.681502968;1.142239966;-1.093444368;1.030429883;1.036577979;-0.380294256;0.834131464;0.819099171;-0.425110227;-1.118884705
006756;0.661258793;1.191479550;-1.086574959;1.103858663;1.068527586;-0.400287291;0.848396513;0.797431059;-0.434154720;-1.140591799
008842;0.869427107;-0.677599579;0.242482961;-0.639539737;-1.350212091;1.773780551;-1.582050014;0.690606604;1.740279132;0.483190198
002958;-1.223942849;-0.806964308;1.102250295;-0.832061293;-0.301903535;-0.591941717;-0.006619834;-1.277976112;-0.623563066;0.992887785
006757;0.661240465;1.146628436;-1.088309902;1.120055448;1.042018737;-0.362292197;0.897265796;0.811778929;-0.431384195;-1.110496957
002577;-1.208653633;-0.816043002;1.139708244;-0.782408225;-0.351799690;-0.702370711;-0.022465995;-1.264046714;-0.629516462;0.994099869
000652;0.632643985;1.164805144;-1.096992711;1.079421661;1.047313937;-0.366130865;0.806735491;0.810034389;-0.466302187;-1.141306097
007080;0.654670888;1.186757159;-1.104757739;1.090377651;1.049620219;-0.325813036;0.886122191;0.741799028;-0.430865232;-1.155575991
004435;-1.285408347;-0.941407708;1.031379681;-0.777807750;-0.284073964;-0.699781023;0.001565792;-1.268152022;-0.619933897;1.056156739
