003318;-0.302256129;1.218233490;-0.274752530;0.911763196;-1.260579130
005648;-0.566344940;-0.947719943;2.244453808;-0.766230807;1.769023650
009779;0.609453550;-1.039653102;-0.986762115;0.692996253;-0.112209662
008575;-0.809966834;1.179447706;0.408005105;-0.541979060;-0.386629178
002449;-0.276311255;1.200756916;-0.258127761;0.945377672;-1.216319766
003191;-0.296393719;1.199894999;-0.278939096;0.958370539;-1.246746790
011628;0.682615072;-1.047637559;-0.993414934;0.692852807;-0.145112601
001455;-0.254429639;1.189713942;-0.239680126;0.940105259;-1.295560204
004607;-0.441066786;-0.777298115;-0.374630425;-0.762048093;0.894557930
008230;-0.795859026;1.192490095;0.418142859;-0.584485878;-0.368270010
004951;-0.448692048;-0.769185773;-0.360157829;-0.776228977;0.880022977
012265;0.702593076;-1.028503444;-1.007781339;0.758905649;-0.104257346
005196;-0.455106833;-0.773055370;-0.378584039;-0.779253757;0.881509225
007179;-0.632282230;-0.954085135;2.250462209;-0.800158780;1.768890579
007560;-0.758358345;1.181275266;0.405651923;-0.545349372;-0.366002319
009493;-1.093955546;0.329475969;0.400601091;-2.733634428;0.332132677
007493;-0.745633194;1.172924269;0.381444816;-0.532428476;-0.364540469
012321;0.704976577;-1.036015329;-1.002988036;0.696682335;-0.116123684
002343;-0.273929634;1.226931287;-0.275735540;0.935971256;-1.256525670
006390;-0.603929831;-0.944369994;2.248802418;-0.755938018;1.759566341
007745;-0.773957885;1.198077402;0.406662749;-0.533546706;-0.364917085
008924;-1.029324741;0.331799871;0.416562832;-2.708721340;0.330722800
003804;-0.411516244;-0.777660317;-0.365842104;-0.782866215;0.881604806
004840;-0.446063746;-0.791453756;-0.361542502;-0.741706897;0.879153935
009895;0.625832722;-1.043483680;-0.969721787;0.684008866;-0.107537872
007657;-0.768225720;1.182164501;0.411551613;-0.558509508;-0.373389093
009618;-1.106778516;0.339829292;0.426398362;-2.759304325;0.324494537
008047;-0.787889867;1.160436799;0.387788805;-0.548076990;-0.377177579
005882;-0.584883238;-0.947668874;2.250374885;-0.740278473;1.763905217
012695;0.725166923;-1.027238309;-1.011650338;0.730219767;-0.118610208
004916;-0.447526506;-0.789349070;-0.349975311;-0.752149294;0.872515113
005521;-0.475701385;-0.773077488;-0.370931132;-0.745921497;0.881939095
010125;0.641282437;-1.023972133;-1.015944748;0.726893969;-0.112015690
002015;-0.266260511;1.189878972;-0.278835856;1.019614327;-1.231594233
003235;-0.298153440;1.205267695;-0.258912919;0.974202098;-1.238313952
008089;-0.789242234;1.176788993;0.405536851;-0.513155687;-0.344733915
012758;3.080774445;-0.086019560;-0.554930328;0.113847845;0.437005614
002294;-0.272718885;1.190728291;-0.272834135;0.989387878;-1.246484386
012384;0.707472159;-1.050248242;-0.962851762;0.688375970;-0.135602541
004858;-0.446527828;-0.782429088;-0.364608934;-0.753508933;0.889068812
011905;0.690455469;-1.017279696;-0.960613286;0.672486806;-0.124054748
001835;-0.262696248;1.221500897;-0.231523620;0.983542407;-1.252360781
000350;-0.223219858;1.193106884;-0.264189946;0.967576927;-1.256958143
002059;-0.267077975;1.215665981;-0.286083813;0.980176912;-1.268423423
010500;0.654952850;-1.020924499;-0.976101667;0.717517453;-0.149208046
001998;-0.265960660;1.202124248;-0.254519787;0.973330987;-1.284952250
010785;0.663218745;-1.028581337;-0.987400127;0.668847459;-0.121381048
008855;-0.833922691;1.174737515;0.393035445;-0.570652823;-0.394983169
010309;0.648998814;-1.034757898;-1.013855884;0.665213776;-0.107437477
010439;0.653175105;-1.035294092;-0.996885802;0.730984987;-0.134430812
001769;-0.261233004;1.202047567;-0.259933596;0.965397656;-1.236195085
004972;-0.449166046;-0.766782308;-0.358208379;-0.737626386;0.882891215
013736;0.752809109;-1.026770933;-1.021606888;0.666100705;-0.112697822
004710;-0.443451215;-0.775773698;-0.377842823;-0.761296526;0.873480465
006898;-0.620611448;-0.935577774;2.239478666;-0.767476410;1.760314743
010526;0.655637877;-1.033660727;-0.974255795;0.696051863;-0.118917568
000762;-0.237926443;1.201745239;-0.242767654;0.959041588;-1.273506908
007872;-0.780543837;1.199894296;0.410841237;-0.562748392;-0.379193167
010217;0.645256358;-1.049931056;-0.989945692;0.694757572;-0.109932838
005426;-0.465930401;-0.788886226;-0.366131334;-0.766178368;0.885521884
008622;-0.812804837;1.156113557;0.412220923;-0.562539690;-0.353247708
002101;-0.268120001;1.207226318;-0.270707979;0.999431941;-1.287842053
004770;-0.444757348;-0.784699053;-0.358717305;-0.774037802;0.877916645
000809;-0.239266989;1.215561997;-0.260402137;0.968164462;-1.273170074
009167;-1.070461974;0.342344070;0.439134251;-2.755721244;0.322441908
009536;-1.097333657;0.352255819;0.439533406;-2.754284264;0.335052141
008038;-0.787415440;1.184352487;0.393149152;-0.577907610;-0.392905350
003674;-0.328456325;1.205815514;-0.265618725;0.910924734;-1.270672973
007661;-0.768430289;1.177277889;0.387044022;-0.544390511;-0.394740505
000180;-0.212395316;1.227972687;-0.252792396;0.912580494;-1.247966809
000860;-0.240675466;1.194918098;-0.256977619;0.957252545;-1.225457213
005663;-0.567758094;-0.934775716;2.250684917;-0.750216790;1.772126720
005058;-0.451287612;-0.792748268;-0.371058467;-0.789786363;0.894624390
013395;3.158912983;-0.088820750;-0.552353529;0.051406724;0.438042746
001570;-0.257104513;1.214214287;-0.271944719;0.998508832;-1.275024217
003787;-0.408555524;-0.774647132;-0.375444614;-0.756267254;0.895836509
012764;3.087616209;-0.073153536;-0.535145062;0.140503341;0.439957505
013661;0.742314285;-1.040233217;-1.009555144;0.690599194;-0.108473399
011853;0.688979970;-1.035807881;-0.989887857;0.722681453;-0.124799883
002258;-0.271910674;1.208707341;-0.250457733;0.960201346;-1.256474824
005024;-0.450359557;-0.797070439;-0.374560736;-0.741881526;0.878721790
012038;0.694686747;-1.036080240;-1.025893658;0.690414263;-0.132832014
001722;-0.260365726;1.219013263;-0.275236319;0.935617067;-1.256995484
010764;0.662559750;-1.031806320;-1.012824229;0.691063825;-0.114227990
005950;-0.587991255;-0.945336546;2.249160601;-0.737076735;1.768024364
